leftpic, middlepic, rightpic, steering angle, break, throttle, speedmph, battery temp, battery %
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_21_656.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_21_656.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_21_656.jpg,0,0,0,40.92483,24.80,99.97,0.8084999799728394
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_21_727.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_21_727.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_21_727.jpg,0,1,0,41.35284,24.79,99.97,0.8440000295639039
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_21_795.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_21_795.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_21_795.jpg,-0.01844929,1,0,42.5237,24.80,99.97,0.8099999904632569
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_21_863.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_21_863.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_21_863.jpg,0,1,0,43.70853,24.80,99.97,0.8439999103546143
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_21_933.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_21_933.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_21_933.jpg,0,1,0,45.27982,24.81,99.97,0.8089998245239258
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_000.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_000.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_000.jpg,0.1062358,1,0,46.05918,24.81,99.97,0.8424997806549073
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_069.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_069.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_069.jpg,0.2684335,0.9988697,0,43.38158,24.81,99.97,0.8079997777938843
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_142.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_142.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_142.jpg,0,0,0,42.03838,24.81,99.97,0.8444997549057007
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_209.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_209.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_209.jpg,0,0,0,40.19976,24.81,99.97,0.8109996795654297
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_281.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_281.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_281.jpg,0,0,0,39.17562,24.81,99.97,0.8469995737075806
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_359.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_359.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_359.jpg,0,0,0.8607849,38.0986,24.81,99.97,0.8079995393753052
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_430.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_430.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_430.jpg,0,0,1,36.05124,24.81,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_505.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_505.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_505.jpg,0,0,1,34.66423,24.81,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_574.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_574.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_574.jpg,0,0,1,33.25782,24.80,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_646.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_646.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_646.jpg,0,0,1,31.72321,24.80,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_717.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_717.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_717.jpg,0.5728604,0,0.9075793,30.17158,24.80,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_789.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_789.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_789.jpg,0.8528352,0,0.3977773,27.39583,24.80,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_858.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_858.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_858.jpg,0.9449545,0,0.2482388,25.64494,24.80,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_22_936.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_22_936.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_22_936.jpg,0.972157,0,0.211994,23.47781,24.80,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_003.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_003.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_003.jpg,0.9756233,0,0.2084524,21.1906,24.80,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_074.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_074.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_074.jpg,0,0,0,18.57734,24.79,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_146.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_146.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_146.jpg,0,0,0,17.50854,24.79,99.97,0.8360000133514405
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_219.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_219.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_219.jpg,0,0,0,16.91273,24.79,99.97,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_294.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_294.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_294.jpg,0,0,0,16.20823,24.78,99.97,0.8374999046325684
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_362.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_362.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_362.jpg,0,0,0,16.01159,24.78,99.97,0.8034998655319214
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_441.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_441.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_441.jpg,0,0,0,15.07341,24.78,99.97,0.8429998636245728
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_519.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_519.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_519.jpg,-0.3862482,0.826876,0,14.71476,24.77,99.97,0.8039998292922974
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_600.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_600.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_600.jpg,-0.3177522,1,0,14.4895,24.77,99.97,0.8444997549057007
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_667.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_667.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_667.jpg,-0.1896894,1,0,14.86575,24.77,99.97,0.8109996795654297
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_746.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_746.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_746.jpg,-0.1612436,1,0,15.59332,24.77,99.97,0.8504996776580811
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_826.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_826.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_826.jpg,-0.1612436,1,0,16.42482,24.76,99.97,0.8104997158050538
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_898.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_898.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_898.jpg,-0.1612436,1,0,16.925,24.76,99.97,0.8464997291564942
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_23_967.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_23_967.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_23_967.jpg,0,1,0,17.5339,24.76,99.97,0.8119997262954712
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_036.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_036.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_036.jpg,0.007899841,1,0,17.88241,24.75,99.97,0.8464997291564942
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_104.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_104.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_104.jpg,0.1716046,1,0,18.23619,24.75,99.97,0.8124996900558472
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_186.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_186.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_186.jpg,0.4382797,0.885124,0,19.36018,24.75,99.97,0.8534996986389161
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_254.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_254.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_254.jpg,0.3624743,0.9186939,0,20.12236,24.75,99.97,0.8194997787475586
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_323.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_323.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_323.jpg,0.1304618,0.9734756,0,20.89251,24.74,99.97,0.8539997816085816
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_392.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_392.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_392.jpg,0.004735,0.9871899,0,21.91858,24.74,99.97,0.8194997787475586
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_461.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_461.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_461.jpg,0,1,0,22.83854,24.74,99.97,0.8539997816085816
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_540.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_540.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_540.jpg,0,0.9114977,0,23.78448,24.74,99.97,0.8144997835159302
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_616.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_616.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_616.jpg,0,1,0,24.26805,24.73,99.97,0.8524997711181641
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_695.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_695.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_695.jpg,0.4252435,0.959686,0,24.89858,24.73,99.97,0.8129997730255127
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_770.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_770.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_770.jpg,0.5971618,0.7931178,0,25.00285,24.73,99.97,0.8504997968673706
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_849.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_849.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_849.jpg,0.715504,0.6469326,0,24.80076,24.72,99.97,0.8109997987747193
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_927.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_927.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_927.jpg,-0.01347598,1,0,24.89731,24.72,99.97,0.8499998331069947
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_24_997.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_24_997.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_24_997.jpg,-0.05849951,1,0,25.17344,24.72,99.97,0.8149998664855957
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_069.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_069.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_069.jpg,-0.06761726,1,0,25.70998,24.71,99.97,0.8509998798370362
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_140.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_140.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_140.jpg,-0.06761726,1,0,26.22339,24.71,99.97,0.8154998302459717
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_213.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_213.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_213.jpg,-0.06761726,1,0,27.04403,24.71,99.96,0.8519998073577881
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_286.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_286.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_286.jpg,0,1,0,28.01323,24.71,99.96,0.8154998302459717
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_359.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_359.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_359.jpg,0.6658086,0.7978274,0,28.57327,24.70,99.96,0.8519998073577881
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_432.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_432.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_432.jpg,0.7264679,0.7048416,0,29.11257,24.70,99.96,0.8154998302459717
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_506.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_506.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_506.jpg,0.734493,0.6889797,0,29.72872,24.70,99.96,0.8524998903274537
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_578.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_578.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_578.jpg,0,1,0,30.5476,24.70,99.96,0.8164998769760132
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_647.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_647.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_647.jpg,0,1,0,32.15061,24.70,99.96,0.8509998798370362
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_715.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_715.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_715.jpg,0,1,0,33.39135,24.70,99.96,0.8169999599456788
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_789.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_789.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_789.jpg,0.1695325,1,0,35.03864,24.70,99.96,0.8540000200271607
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_864.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_864.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_864.jpg,0.5589201,0.9792402,0,36.00098,24.70,99.96,0.8164999961853028
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_25_935.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_25_935.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_25_935.jpg,0.5794915,0.9417897,0,37.35638,24.71,99.96,0.8519999265670777
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_007.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_007.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_007.jpg,0.3176391,0.9618336,0,38.93046,24.71,99.96,0.8159999132156373
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_080.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_080.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_080.jpg,0.3987945,0.9459718,0,40.08058,24.71,99.95,0.8524998903274537
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_154.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_154.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_154.jpg,0.2664367,0.8910393,0,41.39745,24.72,99.95,0.8154998302459717
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_228.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_228.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_228.jpg,0,1,0,42.87159,24.72,99.95,0.8524997711181641
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_301.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_301.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_301.jpg,0,1,0,44.0445,24.72,99.95,0.8159996747970581
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_375.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_375.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_375.jpg,0,1,0,45.61202,24.73,99.95,0.8529996156692505
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_450.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_450.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_450.jpg,0,1,0,47.1688,24.74,99.95,0.8154995918273926
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_524.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_524.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_524.jpg,0,1,0,48.3276,24.74,99.95,0.852499532699585
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_599.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_599.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_599.jpg,0.5015386,0.5413251,0,49.60658,24.75,99.94,0.8149995088577271
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_674.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_674.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_674.jpg,0,0,0,49.60858,24.74,99.94,0.852499532699585
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_751.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_751.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_751.jpg,0,0,0,49.21026,24.74,99.94,0.8139995813369751
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_828.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_828.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_828.jpg,0,0,0,48.81412,24.74,99.94,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_906.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_906.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_906.jpg,0,0,1,47.48072,24.74,99.95,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_26_983.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_26_983.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_26_983.jpg,0,0,1,46.25608,24.73,99.95,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_071.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_071.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_071.jpg,0,0,0,44.23888,24.74,99.95,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_140.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_140.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_140.jpg,0.174242,1,0,43.32036,24.73,99.95,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_230.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_230.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_230.jpg,0.276421,1,0,45.16945,24.74,99.94,0.8449999570846558
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_301.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_301.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_301.jpg,0.2966533,1,0,46.26895,24.74,99.94,0.8094999074935914
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_382.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_382.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_382.jpg,0,0,0,47.37356,24.75,99.94,0.8499998331069947
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_461.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_461.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_461.jpg,0,0,0,47.0045,24.74,99.94,0.8104998350143433
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_541.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_541.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_541.jpg,0,1,0,46.84946,24.74,99.94,0.8504997968673706
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_620.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_620.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_620.jpg,0,1,0,48.30502,24.75,99.94,0.8109997987747193
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_700.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_700.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_700.jpg,0.191724,0.9943485,0,49.8205,24.75,99.94,0.8509998798370362
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_782.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_782.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_782.jpg,0.4022984,0.9138713,0,51.15169,24.76,99.94,0.8099998712539673
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_861.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_861.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_861.jpg,0,0,0,52.29013,24.76,99.93,0.8494998693466187
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_27_941.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_27_941.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_27_941.jpg,0,0,0,51.94205,24.76,99.94,0.8094999074935914
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_009.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_009.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_009.jpg,0,1,0,51.94809,24.76,99.94,0.8434999465942383
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_092.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_092.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_092.jpg,0,1,0,53.36792,24.76,99.93,0.8019999742507935
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_175.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_175.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_175.jpg,0,1,0,54.89171,24.77,99.93,0.8434999465942383
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_258.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_258.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_258.jpg,0.5680378,0.8918682,0,56.10662,24.78,99.93,0.8019999742507935
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_329.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_329.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_329.jpg,0,0,0,56.11407,24.78,99.93,0.837500023841858
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_406.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_406.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_406.jpg,0,0,0,55.51072,24.77,99.93,0.8
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_474.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_474.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_474.jpg,0,0,0,54.99912,24.77,99.93,0.834000039100647
E:\Users\Matt\Documents\IMG\center_2018_04_24_16_01_28_556.jpg,E:\Users\Matt\Documents\IMG\left_2018_04_24_16_01_28_556.jpg,E:\Users\Matt\Documents\IMG\right_2018_04_24_16_01_28_556.jpg,0,0,1,52.93089,24.78,99.93,0.8
